"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","id","target"
"55.52454025148053","55.33136560221799","48.26060086115135","35.81717917893915","26.66065885695687","34.348099498425974","39.38630362438636","26.318105689382907","35.73611211216021","30.732263185373714","53.18719993161558","29.82810070802884","26","0"
"54.61230924018709","47.285633349558935","32.34980061176014","49.06884022099307","59.2712020835044","48.73983116062508","47.02611164728927","46.832486778480046","51.589355697981794","49.30166725001962","74.7855397557112","51.782377895839616","27","1"
"53.06503322220263","42.821507164543576","52.135282995818216","36.11480581868479","59.978506747706255","57.292995122746","38.87975085778655","28.031395799191802","36.857053896735096","29.67590994867648","54.74923682010741","49.354086044371186","28","1"
"63.72611522570166","56.82923546240898","40.4832549420504","46.51203529742532","57.531758791567974","52.227592919224485","39.66958318973015","32.34837225888808","32.30532097440806","38.28033995048508","56.86582211447006","36.53168370849947","29","1"
"46.49781978210436","20.838716851651135","44.27626717026465","57.68682872897737","18.943062374815373","50.40344825983987","20.915154411407","23.990514364964202","62.95830790769956","45.18327133743139","61.497065015127305","18.036163648105457","30","1"
"67.93479609369865","22.035788542419755","51.552140486072666","21.85674928877198","28.738946637174294","57.461942592286476","19.92200640296206","41.419136132893684","63.42272378091595","44.71341615617116","53.5171795561122","17.55218428724954","31","1"
"80.02521076521518","49.80398234403307","38.67775477975071","41.71798238394575","39.29824871858235","50.05885175443488","18.407375346871707","39.37779054019363","61.786917461107286","55.239410791931135","57.360553886407516","29.90671863820369","32","1"
"58.61936124650515","45.722871325642664","19.87774221221158","53.09463105460259","43.930996151248486","45.94360915380145","46.53505276968507","17.609456187259283","43.10455713638196","38.394862168097816","47.8491196123684","27.787758260809223","33","1"
"65.64607863195634","32.218898163511284","25.38816652052876","54.911959184485966","30.95078612310077","36.161679982275444","33.65530366284812","12.7055379430975","56.0823592764028","39.74506624052067","59.959933538013374","42.0720952139352","34","0"
"84.84642956236296","40.54810404305999","33.12855041644536","55.63983727389974","37.02120649369894","57.669981543711565","23.562105940481278","21.458607170802406","27.017456677554897","16.721710611013506","64.62097154085627","17.16094544383156","35","0"
"59.3059731554629","58.58177591219869","37.91501863887386","38.75235611424311","43.21817819113543","57.30053459839098","36.35151608885286","42.76686288353794","49.03247612779507","37.53853029360596","58.89620194291588","15.72516045990174","36","1"
"64.34300017036672","39.33631657997238","20.852651925968015","32.37938463831832","51.33975206309087","48.054702935306615","56.93320566872675","43.51017097744477","59.203975034906065","51.83841333529547","67.18069046398723","19.721306104713538","37","1"
"86.02037274171593","42.081622518954234","12.089243090411845","22.88936725898914","42.43481804752268","54.9101719996393","43.033322884580414","42.82003166977306","62.61555130996105","19.42776805169223","64.08921324269029","39.44446737756731","38","0"
"63.89570487268881","62.74224035119412","53.3159735606471","57.86280664584","46.75270454075516","51.13507913336563","25.628595171312472","25.13194061687774","64.96007553219931","25.86883204651541","40.21991823613712","22.048745937582392","39","1"
"64.94725747104103","52.19529490476379","44.929876040562164","17.172064569007425","42.75014093644595","32.40542750711638","52.19600747262672","17.568975349529897","24.21091837394737","52.32592637018228","75.47800676019332","23.27114423300448","40","0"
"87.23459437051518","53.78727876309887","38.20416148931783","39.586618807481386","28.231351761337027","55.678532375760554","23.20752879014732","11.865437479775562","61.47112846309651","43.89689443321643","62.11829191815704","17.92368495456524","41","1"
"56.47084052523398","42.131733834197334","15.214742149516002","28.820684136770915","29.12838027914045","45.05415667911231","48.78790208531447","13.459602748810838","54.20987200124634","20.779392754486782","55.54785563632768","33.50812873633171","42","0"
"84.76142765646914","32.106168433765546","25.956667776710955","32.892025233827496","54.49968784360882","63.9552669281464","54.61845112907519","30.157454182166195","61.78114543668995","51.795277276945214","72.93855064117051","19.875273086957037","43","1"
"67.13680126668687","26.370086440162794","21.475815141471553","22.565459053665126","23.209213465107478","24.077632138675117","42.26875031197377","31.39978689551869","54.182016479869226","25.67237538272852","58.20668052467455","41.89867656154877","44","0"
"59.142528130589994","48.17357702960524","30.22008770645188","18.259548481235125","40.20896705699992","45.60643605234586","33.71485056891744","21.18315076167983","47.12373745337019","44.63746813379839","46.64820957220155","46.50787832755783","45","1"
"71.28045916663204","51.366045746240644","43.69152089673572","23.42144933257778","42.67106316092295","41.304235661605","45.32460499199773","8.744555382194598","27.27077603570342","42.194814645316114","72.42433106870939","41.37519722535892","46","1"
"48.30663717787773","50.87130911055483","31.399279131937003","22.07902385065199","57.465658858487146","61.72203822467709","39.05223505710906","13.337766817356002","42.67870204361753","27.886752708081232","52.00703140154684","43.9637126766162","47","1"
"84.74068497617951","44.23541554077221","36.84680716386199","49.65771682207942","25.625042535507248","55.35238939051932","43.4909674322122","31.644933688054696","32.649740708773564","52.614712058664345","67.12798674580706","42.513006570409644","48","0"
"66.40868755845939","30.800536966299784","36.451438221351545","50.4730545288547","37.62598619956356","42.45781326112258","19.303487878006784","37.58055891733251","31.69927373989831","29.25360730264614","61.78870420016857","14.381033196619128","49","1"
"72.37080314681047","53.98191580265903","13.960570739334951","30.67851753916986","36.98749140227856","38.6971284966648","54.506732807877675","7.742244036900228","49.24500306368868","39.18967209755246","51.9979075703899","20.6179015110904","50","1"
"65.77030037898668","30.534784031977065","14.476407551503126","57.883937201167214","31.414535373373756","49.549890153014594","48.13329454590541","27.25343591196847","64.54851711422558","41.003706701556894","74.25070359419925","53.72417853834514","51","0"
"52.02623310868137","29.696949986430344","45.193126517200234","43.35693968712644","28.071594554619868","54.506078610297","27.40993473647841","41.35046523663003","49.63430551164467","39.03019511710191","56.25990202851388","40.57465121548664","52","0"
"78.25686495566028","48.424608242403025","39.396434754176234","20.851571918292645","43.22918723208015","57.68748684516596","31.313604266620402","29.521561243659857","57.44290112828838","27.74647444538341","53.36755520903513","13.481064291378523","53","1"
"59.19102738200054","22.39481260076178","27.14014788132401","37.55577773556888","40.3276298143178","27.761530686705377","49.27577101881356","38.259453389381406","49.84194630920244","42.350425503593776","35.62630124361404","41.24387767057473","54","0"
"86.79729928643151","30.883235145618556","45.72438497166781","58.93033681114219","39.657224683709956","56.8739423643697","35.42272632928455","33.7362570095262","64.30336168920593","38.0198980135294","70.26369004610606","17.339074307708074","55","0"
"71.80070497289856","24.960558292965104","38.31615715169509","29.132219197020305","47.51915367145846","36.914160831731486","43.36109898863744","29.40026772834617","61.921954689954454","45.58953702813348","76.92134062246991","27.815294005694586","56","0"
"83.42165503562953","43.287892514711515","20.70335391388403","19.214635987277365","29.502586971411635","28.04898028534953","28.78236915598952","46.30145649189545","55.269985148248956","40.80934446806596","75.44355655610411","41.76594067548538","57","1"
"54.66047145857902","56.60512717330745","40.057303278540246","23.146845028815086","59.14399075397425","26.650850415536063","40.68072820615565","39.11816962627516","31.112091629857858","29.315973230106163","51.32164096005498","15.61698533378918","58","0"
"57.31687264545526","25.628799329953768","35.29877780941761","20.246522951655972","58.96194137746283","50.07837732979185","26.784017516222136","35.88245000151882","64.61354472088382","28.79361910610577","69.04926514457205","48.02386466807819","59","0"
"51.87598255776412","48.72663669123688","15.798552111609872","44.369725263959225","41.17488736160458","23.583656163671947","31.005934273780525","38.78168581065137","54.82650739637561","25.036283008915547","66.32848458737","13.951409412346894","60","0"
"50.947259175512414","32.498701986601695","23.754563022549195","55.639242188970194","52.1958431503377","36.05062736112713","57.97815571283461","37.99110556825816","40.2408304144247","27.340601485504187","46.352050461321","53.862586663715476","61","0"
"76.12144645248563","24.470656681820113","42.11840000633164","17.50596900282301","49.08650888286278","38.03138659761953","49.44974030434501","42.736951005467475","57.87882247351324","34.70773154541108","64.17560756281617","14.091819974640813","62","1"
"65.10559261909562","25.20470229357561","26.28005463195613","45.71494102117311","40.36913390670944","50.65515886977415","46.573382991270655","34.67749675640934","37.01933470651136","47.29510302696622","45.05188208160998","51.224209340497055","63","1"
"83.48139220508227","40.894832737438335","33.16134965872485","43.558521569273765","49.910852425023016","46.72647397842146","29.927233719861576","23.429062535969894","37.89658604316224","24.086479402431074","43.54261937953527","42.753281741926116","64","1"
"54.828655295615945","39.652936995415075","38.30496808283977","27.0935426644698","27.15883458747062","24.87236851358915","25.997245287428523","5.535866873628251","32.59494010530757","14.52055274392661","71.01881113982297","48.73864250291028","65","0"
"67.76731881017764","39.856061621870914","15.441351635437702","44.593917902776525","24.39253997733587","44.336448665766156","18.667045949297787","5.264760525803176","62.72186009149293","41.73990740763256","56.29603677836886","35.49091585421104","66","1"
"53.97332752936558","31.0717398608754","28.069487535816048","23.57139539325496","36.688770331969344","32.28515253740269","24.759227793287902","43.78940629097386","33.37547525993351","28.40767981057995","58.560600883329826","17.493039920034466","67","0"
"81.10115327911815","38.92169972468254","40.085213224585736","56.728681369093785","36.37814702141326","45.938793308097424","37.57246302360655","23.95436224226781","61.891091842659804","21.983338458580544","54.853041348996484","12.504876277489355","68","1"
"55.47854897743855","51.58107164560157","39.49407163895099","32.719442050912974","55.456257096972735","46.686318515879854","24.21498018855257","24.626847346280005","26.676937271152738","27.126789654548443","72.89793347002879","47.73223370592136","69","1"
"71.22489332260875","41.48708247677383","32.522971199619086","19.66822931502167","28.574539892412407","60.372332741801166","34.74867805882748","46.059727918016435","57.735024143569646","42.3337661281367","63.10565591413044","35.18461418196357","70","0"
"80.38132406660019","45.53519480976095","31.38990937558513","25.357564551062264","21.019757443489837","35.06554749176194","46.55691413203974","24.015248907548578","39.69212057739929","16.569440038818488","48.333238746643204","41.24558425734074","71","1"
"66.57488406896586","40.47712015228371","41.001255768955396","55.78327701138816","28.54635717885438","48.93553467878745","18.991957147392935","32.45381224173458","42.28906524993885","49.74664149664961","47.78492400954961","46.66051864384178","72","1"
"48.10831855543515","34.177223644648215","50.26643904998396","54.34502641327945","37.15571198146683","24.48438852656405","44.589539438793004","40.959435747358384","56.800675598159906","26.361127923026736","60.20083495871346","36.691923177299046","73","0"
"84.41767195909472","42.281788258500086","43.2200436696671","37.14481448912174","18.560550927857125","26.880457159038375","41.444359967291724","39.648541515278296","42.84640265785366","35.29492944399057","37.61641445119485","50.962328052934296","74","1"
"85.61569084200424","24.992583270171405","21.990266587866426","37.53113411099339","29.66263198055764","28.60253714160588","40.789877997390946","15.306375185111598","41.20605317329268","42.52686910976952","37.2629512643487","44.21208673445922","75","0"
"83.77537342683155","29.17324159497927","24.3474170850059","50.70768997950872","30.23380787783962","32.0504465731081","47.28479563535869","15.077080026004538","46.9652291063633","25.093757245915143","62.28545027497978","33.199207762300205","76","0"
"60.73710539885148","23.13071083708275","15.021861111501252","43.47192027422738","52.94560419875817","62.43301568039066","48.49347592401385","45.567805879069326","57.737277352595015","20.450535073580838","56.19048532383785","50.68949417328744","77","0"
"75.53428740689178","39.22124169055328","35.24141875788647","23.48004729580056","47.05970497440752","38.93259162420697","37.14833488867515","34.7475428181704","52.29092610421292","47.530547574636465","51.4907687574175","36.89677490353489","78","1"
"48.60796907784798","28.423073176894203","26.468788422566302","20.890627523076397","29.1190057119564","61.5007802258333","36.89182451766709","13.819960922165276","59.95231960670175","36.623839366776224","74.33954887216531","13.469903827201186","79","0"
"55.130517965382865","42.87120899768149","19.778281435292367","50.01181268091728","52.5818394697192","30.820939948635267","45.899881092744806","36.49411284726389","59.420668534364324","35.43164680767957","57.08756601400955","17.088704505947515","80","1"
"64.0824680397032","23.707366909790853","36.37580817104231","52.39219991038617","30.407162068843526","57.17020194647417","53.308711091731595","44.33675164633439","24.735385120563212","56.286393405576675","53.77773653050879","26.241633533463595","81","0"
"77.92231567579701","61.11553814684865","24.37137551660093","36.01426244529361","52.71258827804727","34.71146137002655","18.73131574345326","32.03402517208977","51.23328020610995","44.307053381092985","63.03972289009222","28.275377074226842","82","0"
"64.029750574467","56.23015304969076","53.91519710172863","17.200901844712654","58.81393759504244","31.898030846857576","29.065724270231726","16.924151914555505","40.65098502587512","16.076066390567505","57.31814008117897","27.367896844016624","83","1"
"55.48598500554833","29.145513437763213","53.92750860358183","35.25194856669252","33.95972764784194","41.548562206359335","25.460724581566453","12.781514174654792","58.48507986524467","34.00779760424667","38.90858081778176","28.587811717112626","84","1"
"64.28278538603584","25.855594776529777","44.90143866803173","52.14676808886109","43.47047115963108","26.419099564021387","31.9441042525268","42.951954914727494","43.611274984461176","31.924799626102217","75.06942418123592","34.067675972408196","85","1"
"87.12138085050738","51.22987450900089","48.09097954300147","17.37107391797536","54.57414224093625","25.137909017209186","48.95205181934456","8.220408419135264","57.46860110877594","56.19545168643621","73.85748858134816","30.59897653833495","86","1"
"50.59053222343915","52.484569381850235","41.4206894904188","34.883219706904086","52.872375111049195","29.98902504692743","19.684410356133913","9.658169580115853","47.893634408734364","41.0918627703456","36.901270433066536","20.7822776657117","87","0"
"82.83338155552796","38.86105169089597","20.912800346058344","55.145574080874546","35.8570381572384","42.886772850614456","49.622213658111164","30.75306845500867","57.10639558505073","35.018199504868456","62.1839291857097","15.8223931576279","88","0"
"82.36012937397001","47.753421215319676","32.909983521487796","28.120428295185036","46.656685825138645","28.57370592306872","38.888099387255394","21.768561531987988","47.52196599363568","18.77618242126755","73.62342497371355","34.6222388026346","89","0"
"47.4858334207443","30.515143704959176","42.394632689612344","55.72158139174904","28.078846522939745","32.31053643239144","19.34554711571918","36.02106763453098","58.25112794188291","53.83160085926312","36.746203416879865","41.555479436017436","90","0"
"50.31794544222703","51.0431295544641","28.888987874032804","19.863593886045905","45.962028881517355","51.970753251790974","48.86309623474307","14.386219693150299","35.503359203685385","38.64155499528375","64.31587755469346","36.0236613999283","91","1"
"68.693117877882","44.53843809841108","12.281245777550932","40.12726343785016","53.695976285532616","35.72566564188201","29.671467039078667","25.118872931851154","47.869877224962174","44.827847661021835","72.22025124801966","25.662598051035154","92","1"
"46.32239259332961","58.73795016448017","39.89637931683132","30.0312428040702","59.307400819716385","49.68191607322823","46.212144596692355","23.4584000667416","40.93206921325278","47.44132017482436","35.72713274448381","30.798707613754164","93","1"
"81.43137436945457","32.57666916849385","12.614876416826412","29.658230717533584","35.21824689780226","25.404725186312888","55.191662866618714","15.299618907300857","43.17786010919649","41.335403149569544","40.54051982603123","28.653650882958647","94","1"
"54.38165551695043","48.397780807812524","47.024590477340865","41.88364426549187","34.088491462576535","32.6036201658343","57.24713358573973","35.54463639199126","40.32945397510251","54.04288056994101","37.58610238737016","46.715010863737106","95","1"
"48.73030776169047","25.97015700389447","52.71646174437126","53.153932835637555","30.538517024643507","58.51863287869335","44.76916058643202","40.67812047811282","45.430249043352454","14.944685808904973","50.306045742707795","23.5202127135367","96","0"
"80.12915903875312","27.70074199816926","27.562834995343334","39.06280327429927","36.51412217814265","58.59353623418933","51.70813571880289","44.11789536306121","47.199798207599706","33.35102610777827","43.99505940293534","28.22209661142399","97","0"
"70.02145746737453","30.53042810554925","51.050502386416284","37.91689955321767","24.765477596945004","49.77027915722246","40.982642274644014","26.613494192867794","49.23829053005608","23.0985594688025","36.882414630521225","21.907079842218334","98","1"
"64.68734730129201","35.86170534722219","42.27286633813403","50.15060191206591","19.055301858371454","37.35927915778784","39.984951720813854","7.321174397714536","60.86726078981163","23.15063960599382","40.56668790630634","44.8944768615378","99","0"
"52.6612547995921","45.81618189925287","39.2262045527316","52.576515975417834","21.391240381994454","61.04607314195373","35.494103795566005","18.23944387244048","25.931957297550788","20.843727558617378","58.3963172664003","48.53537687609031","100","0"
"52.856874088436584","43.72899425506981","28.661831387192688","51.523031153669095","37.32489501147151","27.407218662353205","25.031230644243756","38.87828940872724","29.24284408889439","26.7023007996004","56.77869730553098","45.33710373493541","101","1"
"72.88497639599791","23.98379444064749","19.264881558042514","30.63259429906731","38.64904514942052","50.41927694691639","19.23330012793169","27.44978761871373","55.413082382391764","22.373377160762345","66.20475971044462","15.6000552725849","102","0"
"75.87887040137461","40.44386391645544","35.24039867907477","36.074265265508494","46.94384890220186","57.599747896837236","32.4321202987109","21.351990378454534","29.67248621754145","34.775485154105176","35.86284752662898","51.722222479900566","103","1"
"74.17971406430642","46.99497739187588","34.877790293846154","32.3587835170389","50.679242135379184","57.43177999162365","29.77973684427209","33.332832684107046","41.132896339342835","20.464826252972486","60.20987465904487","43.43693303120219","104","1"
"67.23316241303831","45.80726880052646","51.37534887710522","45.282388311634435","28.978154759302328","33.876265675643786","51.4045756019942","11.125990707956614","55.07400813881398","44.292933994250255","56.50779131761476","44.94606501276576","105","0"
"74.64923851146432","29.52062898882834","25.378145717955643","48.83160842027671","34.62596284812154","33.71623506096934","27.021138572629724","19.759207318263567","48.9081716016659","31.601626830898145","36.994691067655765","27.214204240648474","106","1"
"69.98022361308769","57.55910544151517","43.05940139543528","52.409564576873024","32.01856853665617","43.51772045901466","40.543343005634405","24.396999518834267","26.78416946203673","46.40854615948434","40.02851820337043","50.465770988744495","107","0"
"46.38423589917508","51.453632224212726","16.975365007384585","53.480549610761265","46.08725903585412","64.42722732742725","57.25266825029608","42.59410764971321","23.90493476573443","55.01774824598163","35.89243809297693","31.5212132653193","108","1"
"76.74912012030255","52.338868218284546","30.847792840616943","51.993323161583405","33.717696002789026","37.399912846074386","45.97173367117223","33.84198150969176","53.71893717380424","52.36651842664769","76.51516715748107","47.7478932285327","109","0"
"54.19751887316818","47.97046597377809","14.48580872168787","33.36376649705949","40.934691794171535","34.224483994042444","47.40983247315921","22.21091450967975","41.88615840487437","18.263450350535393","42.25465351592807","27.595945397461183","110","0"
"55.56554730165152","37.43717974440077","25.72115806352102","25.970942186925605","50.363882469323194","23.210733848347274","43.44056075134501","12.577125861969659","55.68306442899693","19.09527948174551","46.74390184181076","20.365483528813936","111","0"
"61.97322212424925","47.11499678293154","13.591557083899868","52.88171626238862","52.453677323916146","48.92836161954143","26.41431462920241","24.491085292089412","23.57387368810492","45.31176353185215","42.58451481846475","26.152237612256446","112","1"
"82.11882711230855","48.59645109218859","29.52460528710966","41.67165360796813","47.31220817464494","58.931461724442556","52.36447633367356","29.226586803035058","40.81682940812179","20.19624657984369","50.066942891278856","13.466408505656851","113","0"
"80.8339905856094","21.39805457033561","49.08018717831646","49.25469161667021","41.71635243023662","55.69594655734922","50.657979960428484","20.990084271999255","45.354875371722","22.98917110653643","66.58307684518122","24.695712678176392","114","1"
"48.47586489085592","29.224069299220407","19.628801866042423","38.389728919877314","40.557429803682815","32.71073747599127","22.663018186835032","39.54581823450434","23.697501837338425","29.51517523370919","67.01034725304321","17.379881000089664","115","1"
"69.44633539208881","36.11301489161436","44.28006684122254","27.6909319351516","47.22258558498462","27.949100221872477","50.824577167177836","21.88211651337112","59.13239829609362","25.40994467514921","48.53163289010402","26.99304835313338","116","0"
"73.68792238412318","33.483944377147026","48.3188379371251","47.57747551744464","34.256299956249535","27.99798160504391","44.220618797597844","35.57258361471078","35.74215712596512","38.98533104459678","57.52470525042807","20.514710778220053","117","1"
"63.68257567365437","34.79744714739901","34.12591195640264","29.30004251089263","43.41742618171913","34.68068109471842","42.78846022862014","36.01608014974977","29.954508305674167","30.389571608207266","37.64186433851682","34.47617089263028","118","1"
"76.5349960277282","31.019551895295542","35.58177600351696","57.258476630493234","41.799752969323","30.01387614973025","37.095922177176675","10.409497293348235","61.264775402407416","30.42538227433248","65.68089643517392","53.61144299580357","119","0"
"56.27149702087429","31.790778664820788","47.546475528965665","49.808396714857636","46.04021626233764","30.070441202075273","37.529823594823554","30.004759633129286","28.00420629457601","17.090907054389373","69.04554742085193","17.074312727433004","120","0"
"66.17273898135603","40.9692009714755","47.68362645565491","53.71834813075699","59.328976951140504","25.976787503122733","47.79514559655644","14.05443521302777","34.10345867905923","49.78943054930373","41.93816550157174","30.776548566793767","121","0"
"77.32047281045674","23.774487512797286","24.534337950671183","51.544409332686854","57.24048610852747","46.60989480880254","28.06647756501872","15.166085639172074","24.236409668221437","41.812232851297125","67.45052177688254","37.50617032841416","122","0"
"65.4468891536393","51.25122739273474","33.91900069733183","50.358775317221145","46.71876068824755","65.00918664952937","18.216149955356542","24.721986311338487","38.33547411708938","39.23672454151914","65.25888497579389","33.2718516452053","123","0"
"71.0256974269158","36.60576230197631","49.127469901547876","34.279427316481744","31.896419406615617","58.49158396137683","29.443984381945633","40.16427128289685","34.036092828015725","23.593851584716976","42.16051585589288","35.06121179916016","124","0"
"80.59480948992014","49.37043670247992","40.5213209746149","34.24320037027391","37.60683632019411","48.54075580793268","34.101194080369574","19.682509037443015","53.460620186903505","21.624160945225047","71.1247137127452","14.128058566223562","125","0"
"80.38397945584032","27.58172532513691","20.31640702932346","32.079918829831655","58.55296763265979","29.259258744716554","40.378843123496864","10.718956352514365","46.014081571707514","36.74824785592448","64.07427718231291","45.987017599853445","126","0"
"67.8952369218584","48.606828443470526","44.45959048745865","39.78805919561245","41.23574050639635","63.95262364178651","21.439584645104773","32.60060279218045","43.348929450360586","16.162811212461627","57.287457338531524","14.330818003988707","127","1"
"50.99173055818792","57.65329647078874","52.46111211415106","55.66149584049457","21.613228420395544","63.1664639522139","27.207920590135807","44.09932580416395","27.027203124098477","45.990682436687024","56.51882045386668","45.50489931989384","128","1"
"73.65700567510862","55.52806851267638","16.95148994438798","21.316142781159648","24.3175442768383","40.10994512333644","57.84635587942967","21.82906252335152","48.637357540809","54.83276645131768","56.23320378270421","46.034564078372895","129","1"
"55.14395793658069","27.448131538411285","12.317640148464854","26.95174335770624","50.40312231365213","34.9286288485445","59.77974095650082","17.092124695505174","26.671717526936696","27.313967690533477","50.080177315441205","13.498814005507029","130","0"
"78.55614460716161","51.68993333673844","43.53144420849826","28.2982433335548","55.10494945548293","57.18017738155366","37.15415133074791","26.65483110507908","46.153958499400055","46.036286238304186","54.37571198441847","53.68582951376986","131","0"
"81.89974502908282","55.03738340903817","30.94230286243629","34.288303163541954","20.795028522307494","35.31363604290676","38.29025735947931","37.72556044324524","27.396776477672567","19.83939809684024","52.17809746157198","46.23059388102598","132","1"
"70.47997366416672","26.94961580294242","19.470514420649888","39.22016242976105","22.135314673617493","41.931447491325564","27.48666409389333","19.90377222844813","58.00830945691585","19.151156857594284","42.86815789535728","13.607243020522446","133","1"
"56.9262725897926","30.931080214252667","29.775014141190642","48.21053050933462","34.54247764076683","42.42560398859906","50.861376499089204","42.9447321233141","63.08316503846529","43.33854851642073","61.58269120366464","30.340529737060084","134","0"
"60.42497853501064","26.505034956540637","25.69706455909576","28.539435251131003","43.32342199864636","28.824871171617808","35.70764601482284","13.090993553616013","56.14016366719581","22.62123079781093","46.583680136551195","44.88140618023981","135","1"
