"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","id","target"
"51.083291480421614","88.43871889885612","27.825191245782083","42.6239536905894","31.7205874415035","72.89403421557451","91.74788770378896","17","1"
"76.16700845439813","26.88778801583915","43.44586525282851","86.60076445173712","57.15912678659003","75.66116726169575","71.48005958166488","18","0"
"57.3706540834008","51.43656650968863","82.51840420943199","88.85919357043095","69.47114306459065","67.81251880992941","95.92226378896632","19","1"
"57.51701829895372","80.11603179183544","42.688695299618715","72.64914038600864","85.93385510972581","59.212314232664774","43.09509148975433","20","1"
"96.02927052779037","90.21236353956793","49.701772670371525","39.817088586355645","35.805483299207594","40.773098210219864","82.15511366222785","21","1"
"40.24335164807282","92.33975784330495","72.42727139773322","61.21205053710849","64.53642571566584","82.2844308770317","76.73150738148576","22","1"
"48.28569054561213","47.63876219280328","54.70037906751972","92.14760996821241","85.27053321197054","54.45635693851656","72.13723888053454","23","0"
"45.02465019322084","50.74367829155571","80.99576743017597","46.00055355131716","55.67143136124207","48.253703226739994","63.54498995310989","24","0"
"56.54283646559596","58.48672069265922","78.3923561594122","91.34207307397541","40.69115062472317","74.78196999226022","75.64967592096285","25","0"
"86.9072095367214","94.21363535503578","42.32148617214183","32.992310770900346","44.420772577363664","33.95683040652454","57.447294182144354","26","0"
"81.70721214136496","38.295651009620556","82.28601022333078","97.0753194787813","97.16293937439448","52.183424076991294","58.347991303039315","27","1"
"40.691799153176525","32.159666353358304","77.97429718159515","28.840106276879936","88.06003260297959","64.87081132234927","54.52680139369351","28","0"
"56.19194388212077","55.598249845471535","94.6430995790772","90.51167798337472","67.57516240467532","96.81954081194658","44.01966908295541","29","1"
"57.64324093223095","41.31782710168355","95.8682199803435","77.1091610152858","76.73141156900681","85.90971337111831","84.06918477367137","30","0"
"54.79212977849677","43.737320356608194","85.43648032757221","46.002734074550894","44.421206624970516","69.30334333726368","47.00373269656088","31","0"
"34.578706364810834","56.71399696950846","73.15545734800307","51.592551513008296","35.264439918362086","95.89228850708054","93.3623549701596","32","0"
"63.370460133605526","60.76979775695486","92.65992025724873","36.57224760086187","59.43129956272065","94.93610335567683","61.78651800450786","33","0"
"80.91428816919009","31.682866712796468","30.46913356680359","74.53993932730995","88.4779155118938","39.76322007634148","50.20970694888417","34","0"
"86.98985894579558","44.533760026992354","95.73866137132315","69.64606829872906","33.28628436105005","62.9186831064875","62.31864478027264","35","0"
"49.59957680638083","54.00501437965308","42.66748013633911","38.45008568893711","60.595252861655155","43.78728820976945","95.50731497877521","36","0"
"85.08687920367706","71.51970904928146","32.358615167428226","67.16846062845589","85.52528883944237","60.658633441559935","92.83943192119963","37","1"
"72.45199256058156","51.83157118607612","87.20317841160634","32.049675871394925","26.64223736531729","42.58941792401529","94.82100088427475","38","0"
"38.77720311879718","24.771362073867365","72.89155932633528","57.302976552032554","68.97967831741369","88.59315251772898","72.64649377545211","39","0"
"65.77564050554297","95.44104869213486","69.33869446116611","73.38040050188883","95.4401838789793","27.872107486022294","81.71005207620279","40","0"
"28.97557984662053","39.599742778580804","42.39097665134729","36.93508618030375","50.26514664407044","65.52077053451835","52.52592084318973","41","0"
"81.21595608648899","55.41992565665143","30.597755511390883","55.76104285725752","82.9074949083776","26.190875645096533","35.02620770814725","42","1"
"67.05856533578154","33.143788847832646","77.69899620121387","72.54941663288953","34.43700258018219","56.27865521414128","66.02153825366302","43","1"
"31.014841688397244","94.47573514155482","65.13375989039376","66.35287403700157","98.50861316617858","71.80914410684248","64.01315070881788","44","1"
"68.49825016871957","81.86969364024341","91.16999653177189","34.56708331076097","57.52569745370852","70.6097467707131","93.15463255450196","45","0"
"53.92389850356654","33.80346492784891","43.98014423117165","84.77976384130676","28.924446054586657","76.95430627638036","65.07502252728672","46","1"
"40.91234799263241","71.21536598303688","26.657150615763808","88.35025919459873","81.06994439414382","27.627439006488963","75.7001738961101","47","0"
"70.06379421134935","38.94333812983106","83.77960059328689","31.752708733658977","96.47374426117744","89.96286648156372","75.29956526023463","48","1"
"77.73714496569262","60.55031164440783","90.5471851618869","49.63418529701864","46.015094441897006","43.95237959291087","73.94244033700188","49","0"
"85.08727342591285","38.41214827943078","75.28862550975813","59.19285496079515","70.18707983943965","47.1864942057834","94.23821395880108","50","0"
"97.29019035113217","30.099183530802556","50.669372171864396","55.22086147984537","43.0308617154716","83.62801580777801","82.25956448565611","51","0"
"53.695352042222446","43.56242908172228","82.26500920565255","54.093834312534845","68.6600161160126","85.69612825058226","83.53479512713167","52","1"
"29.890889387461154","54.27411306377981","47.26537468841046","40.8709724651346","86.81969992054698","68.39505108527423","90.70655025370205","53","1"
"49.49682652597715","33.64770095379029","88.07438604195036","25.970913881186288","98.0607435403898","73.09684631788659","88.98609488519293","54","1"
"27.260187221745344","60.72860890226599","48.03406546281255","73.96126471133243","37.83099023705478","86.2018746584253","67.90556068628105","55","0"
"82.75613055461211","47.70949151198272","47.613055532301345","71.57519698518797","45.719576008667744","92.07432925531258","54.53133829399538","56","0"
"38.01611602027961","39.868258408222154","64.63936691839297","45.37287020049211","30.387292846158562","32.46670745735407","67.31979214095696","57","0"
"89.92457691873997","25.97120905109518","88.53098923835775","62.4454530580206","92.3512464542227","83.09673458114372","60.48844424562082","58","0"
"61.89467399715907","35.031582030158006","26.882980937598337","68.98240998758229","31.888692810040343","78.14159870275373","74.33790906610501","59","0"
"47.172432236096654","67.92245539089815","29.285682995965953","50.66552564633215","71.85685920442674","98.06657264673005","102.31643688349111","60","1"
"75.09555394795866","91.21642924576031","94.84693755851133","58.31885405112441","90.2725745028621","37.219675016426095","48.440909303075735","61","0"
"36.43566977251374","36.450908635666224","65.78445246237072","64.93347160293929","32.48886739261715","72.55580049270411","87.89746260754018","62","0"
"35.912571299814545","36.508823066800225","91.01751095360198","86.78787197161593","31.165901224256412","37.690496543503265","64.24034961956427","63","0"
"39.76863897586498","65.51426602528414","25.58892508014858","29.968478283801133","40.324901043061914","42.79707000294122","71.50920930050776","64","0"
"92.37630600800458","64.0846206872301","38.27104833181191","44.019112161276205","37.67537850345359","83.49927354253784","73.32821145860204","65","1"
"93.80813866886288","91.44420590664392","30.612324558104955","94.91291484814157","41.99622897127064","35.32574384142856","82.77646255496438","66","0"
"64.73265322222395","61.71477476827147","25.927076582869695","58.501038196249304","48.09967760422846","64.8825559054279","35.67204419256302","67","0"
"43.14425348892636","61.56262580356156","58.67371654500525","75.6643983643383","46.61434195982779","85.59752655558394","66.048454202543","68","1"
"43.666009611834035","37.55761091947269","72.99368123998127","82.31389448779872","59.93816524666071","47.82553487799393","87.17823441309804","69","1"
"65.11486511803595","78.23385567367237","41.3169772361063","33.22026124860154","74.33483304975228","66.67122251245333","46.43617487216439","70","0"
"49.35061475985503","59.986428254374985","45.99231024625625","88.66311598856078","93.78048229970433","86.77202183457506","33.26922680879689","71","1"
"39.36504769722618","50.20438735602946","68.51459657830164","44.308668503120366","59.899677425833666","41.82677646546402","99.75467909326062","72","0"
"64.33533079883249","92.32117187709792","48.76466103967108","95.55101113555425","62.016769953201916","43.10074858298591","95.54412736638989","73","0"
"66.34803073597924","86.32871714980632","84.30689386373813","93.72997587710245","63.35096286752561","55.265113394326725","35.91785951501041","74","0"
"75.11810762753036","60.41364666367724","65.37764968790985","79.02359170853845","27.006568800157602","80.13449805318801","42.38859212831165","75","1"
"36.281388089300684","86.79866616343725","48.52730809981769","88.02429038611197","74.05710302719956","64.50958708066246","95.77051869268742","76","0"
"86.94809021508415","42.13649432801994","71.89006798653153","87.22455852919849","84.48416574562393","90.01205561501475","99.38691098014597","77","0"
"50.6785145839012","77.37881865589223","45.44791328002397","73.77090198914655","66.99033662260126","42.339410535508655","51.22670458985744","78","1"
"55.33751021925246","57.9112630349114","28.21882010032891","40.70603402780781","93.68805525523572","90.23420128054433","52.83713908568996","79","0"
"41.2118022904124","85.68176065905338","96.61354887490535","46.76455425021635","62.96332528535365","49.02990068362136","87.60950677969994","80","1"
"77.16286795522059","84.99351738773356","44.14543348159506","59.736972493096935","69.47237843280965","99.05223219470462","93.24259170029556","81","1"
"51.73886156928543","94.93674480886298","62.951100119732374","27.393973959504578","66.5060418726597","69.17246792334585","99.26700874598859","82","0"
"85.4808924621298","66.99302261370417","25.006300020719337","28.626037554104144","59.796260837541084","56.64001102498569","41.023811921129386","83","0"
"59.33551176332331","76.12797911366786","54.88025829335787","71.11661823890519","75.72269222019366","32.84840977209178","90.51784970442219","84","1"
"40.94560559941842","68.70834586739757","66.8289255071195","55.726517387553805","78.01776413753115","98.40059903518674","101.60967998042048","85","1"
"69.44542545940332","25.029131517602345","67.2770293153158","38.07686551088652","82.32411798268942","97.6648998683","88.25233632419324","86","0"
"82.59351618305107","81.67006841221234","25.179700789007196","60.303349737749464","69.96944107914088","28.31024151486001","72.97088576536038","87","0"
"26.103618984428376","88.17540428332497","93.67536711978894","40.16775792151038","46.53751458328322","36.81055415800153","61.73190020798265","88","1"
"95.91718988617599","73.15439655411518","74.36508621725594","36.21215029410981","46.44622187384988","28.468588419519","90.59488927161891","89","0"
"42.3416610643097","36.686682076967585","62.110830744004204","85.38210213306496","85.63359000206543","32.41767627271303","78.2192478203166","90","1"
"39.58132218160515","45.949420693010566","74.59777158278658","89.60872888771922","76.01951972653177","53.71422966918036","86.92540988593873","91","1"
"87.54051944197248","40.15013743430747","55.98855868180705","79.84597148549759","80.77013094017195","42.97707030791039","80.08488219596006","92","0"
"56.15402354671009","67.39271239686994","96.99468503725603","73.09044184303983","39.29768930231412","71.8547363103683","96.28993741613658","93","1"
"30.33653479155282","39.56288034805835","45.836709970207664","44.032201310086315","37.34824334666311","73.80502177611605","59.87630910478219","94","0"
"40.51689995090192","97.61494929331634","49.497602217117546","66.48290013275931","87.48187784622186","49.57498365818291","49.270725288712875","95","1"
"89.02675053926397","96.82099441077334","38.99706238797907","56.81747045002453","56.07780432132216","47.580003888003155","95.78694643702399","96","1"
"85.93748460803856","87.0348575023481","76.90565880335268","35.8445093785683","39.12067009337352","93.89576886347969","74.3526841512374","97","1"
"73.82438875702657","40.62411243279242","71.55356077793743","62.85882863398309","48.55227323502669","94.02327937026377","68.6741063132855","98","0"
"26.507946044933345","49.06351841887815","89.56200248427032","72.02060265784638","92.8003635551419","71.33645458063334","81.16216969096396","99","1"
"42.05847083254921","92.12866647204999","65.84155450976863","56.52787821172096","32.59993197725262","56.55073212517328","69.87305528196427","100","1"
"77.52497795647055","34.838250782757235","91.53185918990296","64.1737055157725","97.75348957669708","88.93332424560221","102.3748825487076","101","1"
"63.69707183005806","67.92911020802417","48.344194038993194","43.94934427564302","76.65146837480268","27.272184242080954","66.96149229007185","102","1"
"86.28493211035102","69.40121414084074","76.5823299632543","76.08563883424108","68.94001067087368","77.65001132319162","49.8523914173878","103","1"
"74.27547755222548","50.694587673352956","41.969369491718254","95.36433181089663","31.734628291085958","84.50649233192625","97.47998793003109","104","0"
"61.77266466191312","82.97797951725721","95.13697630825321","38.74466807721042","63.63449282924951","50.9992087853475","58.23443233157128","105","0"
"45.46242265498695","50.98288574303221","71.30015831817774","92.34467402479326","29.579373399298294","93.74633672082507","68.6357515250802","106","1"
"56.630774758953656","54.064369198400755","78.93161111897585","78.86138222278626","40.89199616625369","34.3684014428319","102.34428900097835","107","0"
"44.88398014168454","32.22234447522886","56.546108025325864","33.62916222053943","75.87902273873414","41.83061213303977","32.60514208504704","108","1"
"47.93114638471624","42.86265126999585","53.08289488783373","27.6745309460671","84.66869381298329","99.055738792844","82.93469144836405","109","1"
"64.39137866080712","38.695935290961444","51.79013003104396","23.613839359277527","65.97531447252885","45.70260656240876","82.81965520679594","110","1"
"33.8851279934126","71.28444872115126","31.44145527631694","70.25701687237637","71.43510530819003","77.56494298941816","77.0611336162838","111","0"
"58.19868917595488","86.714040942738","41.30205456696517","27.874573858967345","61.59665198934195","31.256085219083104","76.37788848118178","112","1"
"93.60774455156547","52.55676673223526","60.35606919369319","50.962852613801296","55.58851429368867","74.80090260555268","81.15653528359923","113","1"
"33.72067866759325","89.26567828009878","26.180678676397918","52.25125272373429","36.232183726123004","87.64631277922611","89.44138786752647","114","0"
"28.97109265553718","93.30223227226637","48.317477618516165","96.0433740452832","56.533630064697306","49.111622227238804","99.35646112271098","115","1"
"81.7390298138835","81.98207698435345","52.531278985669786","92.88352195560225","49.445607811670726","48.05963812256338","92.30066200785876","116","1"
"35.63298241640246","58.287406442872225","92.89540602892077","79.57024287053629","30.055005712891433","42.21642449527888","102.1974473006396","117","1"
"44.25781365585341","92.12504741309027","39.53292148077857","49.05065037672573","56.52461327959854","98.57121897200275","40.39979213987822","118","0"
"66.67043278277016","78.24451294512923","26.29775402318148","47.96791544958622","41.213091878733294","79.90333740835136","81.75207523345074","119","1"
"89.70928860748202","72.75262862986744","75.56109055008463","78.49488922344936","47.34130331029996","47.99094151499215","103.75046141216475","120","0"
"95.70889170422078","30.295681650192826","81.6197872262796","51.284964300040045","29.202416224541775","76.77698459939272","63.03365764655664","121","1"
"96.00601047651313","52.16376171756414","42.808467237476165","68.0563858142848","70.7445860594951","40.18540675044456","38.04962346303676","122","0"
"29.800040698977053","75.5900290688881","29.85881856571415","58.204337838096485","51.5966766497694","29.80519414137423","72.37522123126979","123","1"
"88.52062681961793","60.08456343150432","50.67526794848216","81.79823404421941","29.90968235632707","98.73065430631057","71.68196233613493","124","1"
"98.01687830724822","81.02629904878444","26.20791352023527","53.79862821977437","91.21767675049489","63.40714553543999","34.24476151431951","125","0"
"40.15331315728496","57.762019228228866","91.15843651896326","77.44603705887761","82.66552951723993","61.584182423771345","48.846223060254694","126","1"
"32.9016612960561","27.717030828432883","61.38493689875946","64.57991226069097","85.40330675059386","43.42611212961435","75.79634184944643","127","0"
"53.61716908358428","34.4226579232677","41.7486033939567","67.2701167009667","26.39160656110759","96.7116282042225","95.07443795647696","128","1"
"87.35811669583259","61.591672017823186","56.8219584337366","41.548480740228065","75.6280107595787","28.213344532059807","93.46288328190495","129","1"
"78.3341005300067","83.60965065283483","51.821930164684346","42.71889189540966","65.08855250702496","79.67877376188451","43.39195961471727","130","1"
"54.75947496953173","96.63421415633617","73.42571214629027","65.23228515087175","75.7805942449418","90.05319411212398","49.62018391458979","131","1"
"78.43210352164915","55.440320667735065","76.19912807880404","28.07791027588572","97.47293354917176","70.0055849860812","65.23248285638265","132","0"
"78.49172265234334","94.87568771959599","63.299547220505644","78.2664116527078","87.75603541010418","89.56734424586435","43.11630200025339","133","0"
"80.97089471377141","66.43764011469659","87.28625641256491","43.91729730172211","95.04598605376616","70.2832888933527","72.4435836149406","134","1"
"73.83548659809492","26.9131047185741","85.35735264786477","59.6417886358775","81.52800838756033","66.00015503924114","68.2073652556603","135","1"
"60.29843382660736","90.77661503690423","53.70206226523864","23.976978021735007","84.04139164299005","58.20871629460679","50.55159813817204","136","0"
"72.65103043106163","82.60470746040977","24.172961163496215","80.58075923289024","54.49566554709984","44.11705308975303","99.9829024132512","137","0"
"94.14347182570745","92.80921262820254","42.429994080789555","38.595726702138045","47.17147121100107","34.515922165592336","65.66489495784157","138","1"
"50.02321436607293","43.97827587137476","61.65082663632194","42.09217856967259","55.74094460915575","53.83283425801516","98.69484993396192","139","0"
"91.96719472029245","35.46488010305731","40.51116595029684","35.12970465292063","42.602928884896805","69.72668536023393","45.65004606475927","140","1"
"96.34465262355447","88.40956480753731","43.81223224377382","44.557918711520486","71.25378011834411","31.16961359663432","77.44786336579554","141","0"
"66.28200181445351","95.26180922432964","95.02676537895985","55.44439466765694","92.38829626249542","47.32334891402756","55.34474536888045","142","0"
"82.10311362116069","52.151503409559766","82.63959420515722","74.16463545149045","52.284001679473064","50.247408063800755","47.278725006705265","143","0"
"67.28485305629542","39.27549916846205","82.48913835860057","82.19446778008572","76.10032416449604","27.713112856911955","33.39841328649587","144","0"
"71.07194555891219","73.90499220862668","57.22154408075154","34.2476487524653","67.34654358831762","67.88032469837945","97.52549746095303","145","1"
"58.36680322193587","60.60160908205148","47.538201077200256","86.5312428849357","46.92249707646631","26.97652946195793","52.547809987767835","146","0"
"85.75211585270806","92.35040390754548","78.70410883531537","50.909625243149854","36.29278022209591","41.77448426640968","80.61412998953841","147","1"
"77.61576506133403","88.83814708577921","75.39906021833423","77.28001512278001","58.83243798473383","27.958236586959792","63.64823061523387","148","1"
"59.20964015862909","25.452638261779956","34.60492428678066","73.30578336096289","48.07422127588654","78.40577138370732","86.0457769607749","149","0"
"35.513227183565306","46.35054468752016","93.54370790101439","33.9980097967969","55.12125911070938","41.73709996365337","39.118973429359094","150","1"
"83.57958044860356","83.97634855158569","47.10543006023504","32.283016083124004","49.99347568497674","58.16342081212195","69.7276203804876","151","1"
"95.98437594967685","49.96318486958742","30.456163429064635","80.74100500638787","81.72656291541401","69.05306630622384","67.31860372059728","152","0"
"64.0780689357726","86.39234403224879","40.48665433616583","90.5428845171284","47.083706919091924","79.85887184386159","102.23306973990151","153","0"
"32.814722573599816","43.42709614772912","96.75890401246151","69.32480378517982","40.4059737573602","46.66231350689801","76.96044652596126","154","0"
"53.25220385030455","74.86572064625378","83.0138079481833","25.803994106443707","67.68311677350732","70.93901370055724","96.0867847561802","155","1"
"65.65543647249034","47.20445161253145","66.67974614838812","89.71822741030218","55.843226283812584","46.92493106434754","52.380038901497564","156","0"
"93.1254523806633","79.0403756092719","95.23961117726856","73.14346068170497","94.93471315933847","77.72711879200699","36.92687799003173","157","0"
"34.89597436783716","70.05185911514239","37.0601673180238","59.73441866028815","98.78663872209614","74.7319855422612","98.4163767307047","158","0"
"59.662697113109004","46.459426530791234","81.39519015337213","69.30740084303962","49.328876435765345","73.1478998357389","50.53461966299489","159","0"
"75.29057270491361","67.6330278986613","35.52039337207556","33.11741421861861","94.62806009188985","93.92503688451067","51.82661934450625","160","1"
"79.11759487457056","42.617883449294595","65.94377153649309","56.436382585855746","31.048851462671553","88.38038353466511","97.26770299662861","161","0"
"84.60567728208589","40.36147263528947","51.47264850947376","81.04235618720949","53.42412842605432","28.4956556450259","72.01316368883514","162","1"
"98.91922159820618","89.10919014537804","90.51301822961305","54.07095750708565","43.8779177963223","53.78989390207989","48.81703376554605","163","0"
"36.66828792569495","80.8702885327882","41.14463060421781","50.469294087826576","41.072750507091285","48.59106779673099","54.354696424694964","164","1"
"64.17214801138847","56.71450986279929","89.5235636046419","88.26508295069289","39.579186225556754","86.0780388210852","100.14272221289279","165","0"
"79.43478486823496","39.0870611470615","24.004255015028505","61.143206773482994","75.1323314880079","54.22035364082191","100.45411764052713","166","1"
"86.07832394760847","75.25779129534195","85.03945058689229","52.23695889837938","73.54800464449295","69.1124430055343","82.12570591059863","167","1"
"43.53788742149188","91.61648036478536","92.35395313604245","39.16584105304926","48.16878834272897","25.960319157340813","58.035673952603325","168","1"
"63.87877496251621","31.5213059531224","37.705909098239275","92.81942914937645","30.192024194364922","58.18156390031395","64.29238688649791","169","1"
"86.3168705024058","43.64720146261075","85.62986011164719","78.56735136418727","97.94963857976322","92.34692927619498","91.58568560519844","170","1"
"39.6127089560875","47.701891784050744","60.29328417398827","52.158802664754276","58.2970810493591","59.918060631262826","40.18432100293777","171","0"
"50.867757126309414","26.120203781740074","92.19834514287074","95.17211816645163","41.67168475570038","91.76352564907545","47.49321158175391","172","0"
"89.11092904495231","53.36079277802682","38.81770094809005","26.30077195483139","64.70639492848827","30.41374267134345","62.92752274047701","173","0"
"53.15803898529477","61.01237791101826","24.753552159133378","40.011398652168985","45.73973124254637","27.861924526776228","75.43573702515278","174","1"
"90.65053375669784","80.29537334732895","65.87009348803241","64.52566145538586","38.104317262761235","69.92272834610064","74.61831438303467","175","1"
"78.76180217199341","45.92537880410913","79.37188663897598","90.12019982805121","42.72611786246781","43.40944390903488","77.72579326629264","176","1"
"48.494804833834095","53.942739245966145","30.52256110871964","71.78789063708749","39.1074036009576","92.03853266081177","79.93642071518309","177","0"
"59.862596889603715","76.5646558132693","92.03550066682028","82.19900745947231","52.91513160159434","91.30267339514832","60.897219209059735","178","0"
"97.90139531776141","70.25083868663523","89.36161146612902","54.78832501767733","92.81789508716597","79.29201088436712","85.96300932332716","179","1"
"80.67640731800417","63.51781601997844","60.52467835905293","54.172174597076115","56.89707901998848","87.27235685810668","51.80683222105652","180","1"
"57.16465753284817","71.4219796924345","49.02862866359541","73.46989329345305","60.11726913515148","89.16995859295545","42.48947264652703","181","1"
"83.61820416698431","84.05305258193187","50.90711071915452","91.9943821149156","88.88964675461577","39.40997527076432","77.26146700513246","182","0"
"95.34981819356851","81.33172822720438","68.05479548977432","89.84846519723911","85.59222023734351","79.30476969052604","69.00302613932209","183","1"
"49.91097431436736","71.90735988134327","93.83534246320357","89.82190479521127","45.760363580042466","76.96366540735289","102.9889955296074","184","1"
"80.79874984183496","40.27197244895079","62.963899560170745","78.68683420821165","57.40821447878193","54.13501992581622","104.13907254039096","185","0"
"68.86604307140306","90.73510118863841","32.948812370176384","64.0210659000198","37.97327694029261","46.117494175525685","48.093229882490924","186","1"
"35.2207094348123","45.051109984786706","27.521498909678026","33.256898590590005","93.10607681172259","57.461219068388154","51.12270801086644","187","0"
"69.47340279279989","56.08232843111401","91.92378811272407","78.96131975254136","73.55653448952472","86.67208421181381","103.68218003002148","188","1"
"59.22365099063084","50.45355066599497","64.3283269895665","28.82867506551819","47.27783906051806","73.09192874845347","76.3322140722118","189","0"
"74.1211183756207","88.29697843757248","29.187779757597934","45.86894412346132","62.93191789011205","70.92923571223746","43.251829451227145","190","1"
"46.65248265615575","75.25829320587144","92.01289244370898","60.85355907050667","82.76255954290482","31.951336939963355","99.46639502746835","191","0"
"42.590770105076224","41.97463326151476","75.019154190746","29.310098488568983","98.54343626079998","74.78904002877101","62.174114615290414","192","1"
"72.09110996941551","62.90660639405522","32.421527429766584","77.22920087014637","72.78945147031683","37.01841146991339","38.87913009966876","193","1"
"48.92151815957711","91.65977951385082","35.74013585932711","42.157910768798054","59.82187754411051","27.977762588406033","63.08152783280123","194","1"
"82.81059077573121","30.848358925567815","63.364539949646314","94.87743026524284","60.025408118162495","30.0888565176422","50.31228778683175","195","1"
"67.9503397509405","63.562619480168905","84.42467250112966","31.483215801325045","87.85985285992754","35.06922682038422","97.94897025738389","196","0"
"89.90192168539441","29.205597180225055","80.66311878418776","60.101358238060136","58.54714195110786","72.43214080054373","35.389064007348985","197","0"
"48.097882452733565","44.083420869317976","87.8872424947207","63.15266644289948","72.35918203305565","65.99908330820732","55.05518305695769","198","1"
"30.960660850110987","55.801208095870905","61.93737916521064","29.072479666814523","52.2165412202432","64.46053666598544","35.305325140584195","199","0"
"43.026573457051164","32.80076933992882","65.53000085197284","31.01534486431443","58.225113566504724","40.76520932599362","71.86175316625713","200","0"
"35.564127066251544","45.4779590168022","62.99183577938024","79.71111952504187","54.788886831727496","47.9977375176263","90.17301609653785","201","1"
"67.48270511986168","34.49838591527943","87.47810045539292","76.7423993319466","87.77657698035495","31.854632508927374","91.56084028158682","202","0"
"47.33144210764747","79.67544775217246","67.67490013881746","79.7965883337463","64.22968077222285","64.71854317072976","73.46040467695997","203","1"
"38.07754734960327","47.085634329487135","39.30646215343768","58.996783495859596","56.31898049087708","71.51075212612052","45.72230446140312","204","1"
"82.56882777497962","82.77573144350042","90.71853678249667","76.44622743600547","96.82706039419459","66.87926461515087","52.64741713806047","205","0"
"60.22514171153326","50.82841009296554","72.34479647784585","57.8211432908508","42.77063059054432","55.273585878679135","53.90825840901112","206","0"
"47.683718538294706","48.654406485111075","40.474160925575745","41.31913083671187","86.86196900401862","34.97305138286678","39.62761294342453","207","0"
"48.83888613278806","78.53282458784732","34.696541248891435","30.218266033518162","50.80154759934974","84.52094351760284","33.20171206412229","208","0"
"70.44790679612119","38.608180444146925","80.21721339031643","84.65632794907086","96.32003049782476","78.03217548372515","68.64256208868042","209","1"
"70.66953436137679","36.447649903409015","52.5244614821538","41.17680619362529","72.83929941083431","80.64020721654234","99.30961179892127","210","1"
"57.46442834818709","37.67480573455224","81.63159662607814","91.19367295012675","50.49653793898964","37.414180204795656","35.310195301788724","211","0"
"53.7777626417821","72.30379693406996","32.05690384839606","31.77021589566879","86.21993533592656","90.82504304160172","49.7673194031266","212","1"
"95.92010581061189","35.6361231548734","37.978632282598326","31.521908532429507","94.77946825584772","96.70416813693866","44.67340273255426","213","1"
"33.34505600804309","97.25789099628767","87.57730474752859","80.77160297541592","57.693002365771456","43.705876755644475","64.60317271039948","214","1"
"73.40103805900394","87.46601508147288","86.03882596346621","34.27501119247669","83.91655450359596","93.34445028121932","95.01945837748457","215","0"
"98.63837262010651","25.16294837041017","32.996357637347714","40.62432367807954","94.84920464730847","78.30493517333076","73.00155079828014","216","1"
"51.42828088863617","86.8255754776961","78.02120047690266","37.215256526296564","40.14968144179008","38.52603204152864","68.98797275469632","217","1"
"73.10601346749809","88.86235269334772","25.52077371309622","71.88371140910455","72.43378273134408","49.59701923092766","83.23515154023801","218","0"
"68.15164444360073","78.7278322764548","39.18089603965031","34.93354340324194","82.74418606903532","44.43659531731124","104.68618540409695","219","1"
"39.02297807100334","37.32150659898341","28.493106412615145","29.90584198808775","69.86908260175461","68.79478276823544","86.07484216048778","220","1"
"28.294658292380763","76.54400019381708","80.7072710999391","66.59060564146603","42.912225308416964","47.68065172889673","84.10498533116501","221","1"
"55.53950741016366","70.39781286425833","76.16390617329326","39.04165570006331","87.23011647512436","37.48658992198018","32.62976804726225","222","1"
"32.97137763772714","34.34025656270481","47.85346722905369","26.788988199343763","55.28564071897055","90.49634514788785","61.040260746923614","223","0"
