-830,-262,-654,-720,-220,587,608,-612,-510,428,316,29,-986,-944,-115,null,434,984,36,-634,885,-529,-605,-941,90,-445,428,-339,799,-49,-923,-649,-6,490,-321,907,null,520,null,123,437,null,-14,686,-244,-649,786,-990,764,600,226,514,155,145
-42,-274,413,null,-313,-387,901,-697,-867,-52,334,81,-852,530,261,-588,-447,null,822,407,219,630,740,-245,427,-569,917,85,295,-176,-465,null,333,143,-94,-51,-454,-348,-532,-242,-897,-199,81,-74,-897,-192,-675,425,960,341,-31,467,246,396
null,574,-781,null,205,215,-985,310,-441,-907,663,286,318,-380,781,-840,-56,68,170,-269,912,-864,888,-638,186,-47,59,-524,96,379,368,895,928,-514,187,146,null,-265,952,-800,-749,null,329,-401,798,470,38,-539,null,658,430,-646,544,955
null,-403,639,-746,718,-518,-874,745,577,343,-819,-397,-157,420,841,810,816,128,209,-729,-796,-34,902,296,986,-153,182,9,-652,-559,574,null,395,-291,593,-231,null,51,null,-76,-262,-753,null,-561,-13,-746,-378,-59,null,470,-39,497,-738,-347
-256,-161,-253,144,-135,-698,979,799,466,-421,-781,389,700,-960,93,-245,-87,null,-668,-436,250,-52,-170,-13,434,513,709,407,-608,-799,-736,null,-841,238,null,898,892,549,null,390,-14,null,null,631,552,152,-34,-846,null,-775,-45,-451,-620,-418
906,-60,-414,399,-809,-611,832,413,225,143,-974,-75,-804,900,764,null,-799,485,370,409,-870,11,116,-638,-836,312,422,-988,639,244,-652,null,748,-569,560,23,null,471,-759,579,-610,null,null,706,-465,-336,-7,754,null,361,-236,-94,-92,-388
null,234,-480,null,566,429,-329,-71,-163,-623,181,314,307,567,254,null,-963,null,-990,-88,189,-549,-66,967,120,260,-308,262,725,654,592,null,-540,313,-403,-939,-809,290,58,476,-65,null,null,-480,-937,324,30,117,-118,459,-850,-80,-20,-138
-357,471,905,-260,487,-930,-345,-226,780,922,890,-288,-194,-388,-284,null,781,-889,544,567,453,-954,873,944,-718,-732,-92,-269,-998,37,-94,-930,64,-805,null,-762,-412,525,641,-318,-176,null,null,567,-505,889,-866,-34,null,298,456,-64,-730,351
-470,-55,-450,null,-340,-160,649,166,962,-561,352,-982,785,146,169,null,652,-514,376,-523,null,-769,-210,-50,487,705,894,352,-846,83,568,null,50,635,-1000,-855,null,-839,null,-562,-618,-919,null,-129,431,392,960,476,null,-348,905,190,-284,897
960,-335,542,null,624,930,-518,-537,239,971,-695,777,-979,-596,196,null,145,54,730,115,-442,-808,-950,509,-132,221,985,149,83,-630,988,null,645,882,523,669,-26,-493,null,982,-83,null,null,-257,860,832,-530,-846,832,527,807,140,-652,-788
367,-281,-839,null,-611,-305,690,239,310,961,545,-71,-316,846,-603,null,-726,null,-484,382,null,-877,288,-142,859,437,311,251,-746,-882,906,null,-175,281,-206,-89,757,-418,null,68,-385,-389,null,675,-230,-234,765,184,null,407,-161,-91,-937,-724
null,295,141,-196,172,-616,-419,643,-786,177,-197,-242,-402,261,547,470,798,null,-987,-396,280,-316,-295,556,-152,479,549,-912,844,-717,-236,null,501,536,968,236,null,-682,426,-859,817,939,44,-878,-227,-537,-16,938,95,-135,125,615,608,-427
null,330,221,-957,215,187,-963,288,420,502,772,-703,328,-908,291,182,942,null,-862,-908,null,315,163,-509,-425,30,-795,640,208,743,-328,624,621,-603,-985,-165,null,-64,null,-24,-195,-27,null,-572,444,134,310,58,null,950,905,-285,21,-911
-838,902,-463,null,-78,380,296,-324,-980,-232,972,263,33,-273,-502,-89,-542,-781,301,19,null,849,-533,-582,460,-576,159,393,-344,924,891,null,559,-948,487,-32,-751,-108,null,173,-466,-112,665,383,-407,-333,-890,676,168,-78,-960,100,-526,-988
141,-650,569,665,322,-4,687,-374,153,-449,-452,978,20,-271,-728,444,506,-109,175,412,-691,339,776,626,-933,-184,408,547,818,-519,-116,-645,-545,-156,-173,780,null,661,null,-967,991,null,639,-30,534,-659,305,738,null,452,-573,-788,-120,622
468,-398,-465,null,880,21,-125,769,724,-787,-683,355,-567,-980,-577,-829,-272,313,-779,520,-6,929,147,415,893,-102,439,479,202,699,-163,-511,753,357,-503,-349,null,-969,75,-10,-812,null,-626,578,-781,619,-586,99,null,562,12,-511,332,792
-638,-149,-388,null,115,-953,601,993,-355,-324,511,-935,8,663,-531,null,704,-177,-572,426,null,-13,75,-92,-370,-836,-323,-707,26,527,803,681,-382,385,-376,118,-627,384,90,928,-531,-387,null,680,-283,-363,-103,916,null,384,404,72,978,-838
null,903,-70,-507,632,-568,796,-97,527,-709,203,436,315,-216,416,null,83,null,431,196,-860,52,-377,40,-796,340,985,-543,966,-309,973,null,-402,-605,null,205,null,-951,null,823,795,-142,-399,-861,-517,507,561,-940,null,609,-420,238,-739,-597
null,596,914,152,149,-892,793,737,951,-566,-893,525,-606,965,-523,287,576,null,-564,441,-262,-197,303,-426,119,160,-943,-563,-946,-487,-663,-848,403,-626,-844,355,807,682,783,-514,-13,373,null,-293,624,886,-203,791,117,308,656,809,94,357
null,-588,-913,-161,212,-808,398,149,690,-842,-808,-998,-213,141,-768,-746,444,null,-911,-967,null,-234,-961,709,452,-631,-93,468,-750,136,524,null,940,-382,null,656,859,505,-671,-778,296,-187,692,-676,516,658,-387,868,null,100,23,-22,-141,269
null,-233,-692,77,929,788,206,-911,336,787,-473,-119,-509,896,-246,342,-83,617,-741,744,962,465,177,555,-793,882,935,-439,-282,138,-238,null,287,403,387,-22,null,220,null,964,-306,102,null,459,-76,-676,658,-241,null,-670,146,275,-871,-414
null,722,-57,null,126,-102,-310,-821,65,733,972,78,396,422,-507,-382,514,65,-54,727,null,-419,949,671,-248,-133,-338,-266,-137,613,-377,360,753,725,null,645,null,-614,-839,441,-5,-856,971,72,-298,-139,845,397,-571,-951,931,-900,-243,63
null,-46,-23,332,603,-554,-797,-435,-569,-829,824,-511,514,863,-403,189,398,null,-94,589,null,-179,-193,-617,-542,-834,-559,-895,-821,-223,-685,null,651,-711,null,703,null,-667,-972,-985,762,-180,674,-897,-449,553,-262,893,36,403,324,999,906,154
903,-361,634,590,928,-759,893,-14,-116,950,954,-500,-434,69,213,null,725,null,-956,-842,967,-602,687,-428,370,-205,-521,709,113,-414,-743,-834,108,721,-524,-202,-563,-781,-422,350,427,866,328,-54,-668,-895,722,-251,85,307,878,365,-580,356
null,-768,101,null,-138,347,-189,743,182,-14,-331,-776,-396,230,524,-433,90,-867,-814,-470,-565,321,-926,-444,-743,554,-75,-999,-24,762,733,null,-289,602,869,-481,null,-827,null,-563,-223,null,779,587,-897,-7,856,946,-858,705,-239,284,-848,364
794,503,59,null,282,860,392,377,515,-514,519,-511,-710,970,737,476,730,null,-724,-360,null,-692,-181,839,772,-205,865,-734,782,-652,74,null,545,906,null,-615,-335,476,null,862,642,null,464,945,-128,339,655,-651,473,-375,916,-555,-84,-513
645,725,-778,null,442,-839,-91,-190,-225,512,-237,-548,433,986,107,-929,653,null,-763,31,468,-471,884,745,-218,577,269,468,-101,729,849,null,308,-896,null,313,null,566,877,-887,625,483,398,927,716,409,619,805,null,551,-325,-261,-838,-417
-237,99,237,null,-206,-139,-34,495,674,-464,-348,-997,-170,-997,940,null,500,null,-530,414,-56,575,-849,-793,-299,722,-928,-813,-653,279,528,489,-52,-863,null,332,null,791,521,91,555,null,-64,-673,-778,-460,119,118,61,-878,422,-38,-964,-434
null,110,965,null,734,-831,817,-213,-127,-71,853,123,409,-920,302,953,-706,-839,77,-914,null,-766,-75,583,-810,-948,-296,-430,264,767,-944,null,-607,96,-150,-608,null,167,null,177,110,null,-914,988,-946,809,-570,-346,942,-703,793,561,-209,-725
-787,-77,-436,null,129,974,671,734,426,-559,-263,-736,-375,-910,704,886,543,-601,574,-624,-1000,633,529,801,472,-321,164,354,-271,-959,-708,979,-346,311,null,-854,null,-190,-584,-171,-34,300,null,471,-819,-837,558,819,null,-908,-318,255,-412,-458
null,916,148,null,-415,589,40,574,-556,788,-965,297,-547,209,-173,null,693,941,-724,800,-564,960,-725,539,-232,278,-351,-973,-557,761,858,null,-451,421,667,942,-518,-35,null,-404,-235,91,null,-343,550,154,372,709,null,-548,-84,-195,-194,-171
null,-223,-598,-175,-76,-538,473,507,222,896,358,-411,58,-148,-290,null,-131,836,145,467,null,-768,-880,-798,-962,-596,-960,-693,-56,-262,-764,-102,520,589,null,-638,-657,-328,null,101,-820,null,null,851,230,-663,848,949,-306,-1,-41,-643,-617,14
83,316,646,null,197,605,-70,-286,-297,301,689,-831,767,75,-184,null,-464,null,645,133,null,-904,-695,-752,-310,755,-301,-180,-570,45,978,null,-265,-449,null,-482,-941,386,601,-266,184,null,null,-51,956,501,285,715,-652,484,972,-718,46,-974
null,250,-197,null,945,-337,-93,-943,-578,-262,658,-786,-183,-622,-826,11,-283,null,-248,-569,null,674,861,-314,312,-364,-509,329,-10,657,-486,null,-106,-182,null,559,-217,-682,null,-524,-56,null,null,-800,40,-119,297,-459,null,-733,-519,965,318,446
-299,961,168,-112,456,-877,-398,-391,125,356,-117,90,300,-591,665,476,-164,-623,-726,914,-161,936,574,-378,239,-716,-38,-471,-923,672,-713,-7,686,769,122,582,-897,-371,null,-566,-280,null,null,-87,814,889,556,-461,null,-307,-351,552,-939,955
null,-895,847,null,453,684,94,481,991,774,240,-996,-556,326,908,-645,-79,null,992,-985,973,-323,-167,991,887,798,-962,684,-494,-601,659,null,545,327,388,308,479,-136,-313,-648,-192,null,-603,-615,-766,246,574,781,null,425,-667,-464,997,-951
-934,172,-6,null,-874,171,8,71,696,-700,-118,-181,982,-230,-537,null,591,-355,-24,-797,null,622,772,767,441,-407,246,273,-32,-72,-418,null,-419,-928,null,-691,null,-546,-32,-135,2,null,364,-155,989,-497,178,774,null,-373,-542,723,325,286
156,-126,186,-770,-572,-140,548,-330,-103,756,699,293,-590,112,-113,null,736,null,-697,-53,-954,-223,509,-834,553,434,-546,397,-979,747,-143,null,578,6,null,430,548,197,null,824,992,null,null,-5,-449,356,-649,-479,-731,456,703,294,-501,-970
null,-6,846,-498,83,-509,674,-488,-828,-623,-252,556,127,210,232,null,647,null,-225,480,748,640,-371,142,763,-827,-709,-463,695,-830,561,-6,181,-92,null,-788,999,113,674,-807,-653,null,null,373,-838,-865,861,-760,32,617,272,26,-397,-146
-747,-730,-442,null,-207,650,-124,-750,390,292,-821,442,896,-858,-405,null,389,671,627,460,null,-991,-509,-251,463,775,928,297,-693,-315,-746,null,444,-608,-934,716,null,835,2,283,40,null,927,930,474,423,387,974,null,865,902,286,899,-687
-969,-649,-62,null,-177,561,-596,351,-125,-484,-875,794,688,-319,-698,-336,50,-32,553,612,126,-605,-957,361,-635,-483,507,-763,-156,593,-887,582,-690,-247,-270,-947,261,-175,null,205,630,613,null,-577,-29,660,-691,473,null,577,466,-755,899,-522
627,-414,-360,-988,-956,594,51,-275,-790,-495,77,-848,-812,80,70,648,-478,null,599,279,null,293,-426,291,763,465,-273,57,572,-583,-989,684,-851,971,null,-671,null,-528,null,713,-339,746,null,-846,-80,77,287,84,-692,-931,-500,-720,531,-951
206,-155,396,null,-305,133,630,201,-551,-120,21,657,-267,476,839,null,-166,null,411,127,null,997,-68,-57,477,-179,340,29,141,-341,-533,null,79,199,null,127,null,-70,null,69,792,-882,null,-424,710,710,693,408,null,-975,43,527,-114,537
-800,37,-556,null,-263,-639,-526,435,287,-919,-748,563,330,27,-557,-818,76,null,61,-237,null,678,-665,-148,481,552,-778,-871,-876,-877,-230,-175,947,554,-533,155,999,754,666,855,338,null,null,-988,567,-371,321,-668,null,-922,650,-679,-466,670
-361,-253,-236,null,568,615,-49,-228,-352,-338,-650,-473,-575,-422,-219,null,692,null,-922,-674,592,71,-219,-302,156,641,87,-478,-994,238,15,500,-704,-273,-83,-192,581,-10,null,-646,-358,null,558,449,-184,803,-454,-196,null,-87,-494,846,401,558
null,-560,-235,-168,891,-280,-666,693,-395,-888,478,567,115,434,485,null,13,266,253,606,629,78,-901,602,-980,328,-635,656,-775,-544,629,789,-8,-967,null,-810,331,-700,93,516,537,-917,-3,371,766,-773,682,-909,null,786,-871,-625,-481,-323
null,619,123,null,-71,315,-934,-536,247,396,886,993,-252,-232,374,null,89,null,432,186,-617,954,854,544,962,349,56,-209,385,-82,-978,null,-494,-489,729,783,null,-352,null,-456,792,577,null,-890,369,-481,-393,108,66,482,285,-17,-604,-397
null,712,-337,-363,-297,-392,-378,434,800,-465,65,612,558,-793,-138,null,-544,null,-869,-361,781,982,969,803,534,-341,-262,-783,-347,-677,-563,183,-92,821,null,808,-826,477,-574,960,827,null,null,-501,506,70,-184,94,28,-940,109,-429,532,86
null,-157,997,null,-187,394,-346,764,819,359,-160,-675,-728,-230,-970,273,177,null,-695,851,null,-311,549,15,212,-646,69,-91,930,-451,444,853,-942,160,null,-140,618,729,782,70,29,null,166,-20,-217,-736,-399,-919,88,-659,65,-960,32,-199
null,117,102,null,22,112,-333,183,-554,-314,639,146,-351,495,-669,null,886,null,-381,256,null,-565,-536,-701,-306,-408,307,675,653,293,-426,null,-11,580,-239,375,-262,483,-501,809,-173,null,723,-455,835,339,-631,894,null,-217,-69,-920,621,721
null,-968,-712,-417,-762,779,849,10,-976,-951,-457,-453,36,-525,-233,null,367,-136,257,38,662,-278,-678,242,409,-500,197,718,-365,-44,-201,142,688,987,-298,-86,null,-674,-884,-270,-155,-807,null,-929,-479,-791,202,-785,-444,-531,-797,889,-916,510
null,-178,-336,null,-748,794,37,800,-989,-174,-33,218,-431,530,280,null,-982,null,-210,-665,-425,-218,-976,-739,422,-221,762,101,995,-266,-706,null,320,-10,null,857,null,181,null,819,-590,null,null,177,352,827,774,553,null,-848,68,873,-1,-61
